Date,Open,High,Low,Close,Volume
25-11-2022,18528.44922,18534.90039,18445.09961,18512.75,205900
28-11-2022,18430.55078,18614.25,18365.59961,18562.75,206500
29-11-2022,18552.44922,18678.09961,18552.15039,18618.05078,195300
30-11-2022,18625.69922,18816.05078,18616.55078,18758.34961,345600
01-12-2022,18871.94922,18887.59961,18778.19922,18812.5,325000
02-12-2022,18752.40039,18781.94922,18639.19922,18696.09961,254400
05-12-2022,18719.55078,18728.59961,18591.34961,18701.05078,288400
06-12-2022,18600.65039,18654.90039,18577.90039,18642.75,217800
07-12-2022,18638.84961,18668.30078,18528.40039,18560.5,200500
08-12-2022,18570.84961,18625,18536.94922,18609.34961,202800
09-12-2022,18662.40039,18664.69922,18410.09961,18496.59961,215800
12-12-2022,18402.15039,18521.55078,18345.69922,18497.15039,193900
13-12-2022,18524.40039,18617.25,18490.19922,18608,187600
14-12-2022,18671.25,18696.09961,18632.90039,18660.30078,208000
15-12-2022,18614.40039,18652.90039,18387.69922,18414.90039,183100
16-12-2022,18319.09961,18440.94922,18255.15039,18269,277700
19-12-2022,18288.09961,18431.65039,18244.55078,18420.44922,154800
20-12-2022,18340.30078,18404.90039,18202.65039,18385.30078,169000
21-12-2022,18435.15039,18473.34961,18162.75,18199.09961,187600
22-12-2022,18288.80078,18318.75,18068.59961,18127.34961,195700
23-12-2022,17977.65039,18050.44922,17779.5,17806.80078,221500
26-12-2022,17830.40039,18084.09961,17774.25,18014.59961,176700
27-12-2022,18089.80078,18149.25,17967.44922,18132.30078,214300
28-12-2022,18084.75,18173.09961,18068.34961,18122.5,193900
29-12-2022,18045.69922,18229.69922,17992.80078,18191,281100
30-12-2022,18259.09961,18265.25,18080.30078,18105.30078,192000
02-01-2023,18131.69922,18215.15039,18086.5,18197.44922,256100
03-01-2023,18163.19922,18251.94922,18149.80078,18232.55078,208700
04-01-2023,18230.65039,18243,18020.59961,18042.94922,235200
05-01-2023,18101.94922,18120.30078,17892.59961,17992.15039,269900
06-01-2023,18008.05078,18047.40039,17795.55078,17859.44922,238200
09-01-2023,17952.55078,18141.40039,17936.15039,18101.19922,257200
10-01-2023,18121.30078,18127.59961,17856,17914.15039,283300
11-01-2023,17924.25,17976.34961,17824.34961,17895.69922,259900
12-01-2023,17920.84961,17945.80078,17761.65039,17858.19922,227800
13-01-2023,17867.5,17999.34961,17774.25,17956.59961,256700
16-01-2023,18033.15039,18049.65039,17853.65039,17894.84961,206200
17-01-2023,17922.80078,18072.05078,17886.94922,18053.30078,219100
18-01-2023,18074.30078,18183.75,18032.44922,18165.34961,255800
19-01-2023,18119.80078,18155.19922,18063.75,18107.84961,237800
20-01-2023,18115.59961,18145.44922,18016.19922,18027.65039,237200
23-01-2023,18118.44922,18162.59961,18063.44922,18118.55078,202500
24-01-2023,18183.94922,18201.25,18078.65039,18118.30078,216900
25-01-2023,18093.34961,18100.59961,17846.15039,17891.94922,257200
27-01-2023,17877.19922,17884.75,17493.55078,17604.34961,476300
30-01-2023,17541.94922,17709.15039,17405.55078,17648.94922,432400
31-01-2023,17731.44922,17735.69922,17537.55078,17662.15039,398300
01-02-2023,17811.59961,17972.19922,17353.40039,17616.30078,512900
02-02-2023,17517.09961,17653.90039,17445.94922,17610.40039,490100
03-02-2023,17721.75,17870.30078,17584.19922,17854.05078,424100
06-02-2023,17818.55078,17823.69922,17698.34961,17764.59961,282500
07-02-2023,17790.09961,17811.15039,17652.55078,17721.5,354400
08-02-2023,17750.30078,17898.69922,17744.15039,17871.69922,291000
09-02-2023,17885.5,17916.90039,17779.80078,17893.44922,260900
10-02-2023,17847.55078,17876.94922,17801,17856.5,232000
13-02-2023,17859.09961,17880.69922,17719.75,17770.90039,231300
14-02-2023,17840.34961,17954.55078,17800.05078,17929.84961,244500
15-02-2023,17896.59961,18034.09961,17853.80078,18015.84961,229300
16-02-2023,18094.75,18134.75,18000.65039,18035.84961,230200
17-02-2023,17974.84961,18034.25,17884.59961,17944.19922,208100
20-02-2023,17965.55078,18004.34961,17818.40039,17844.59961,174600
21-02-2023,17905.80078,17924.90039,17800.30078,17826.69922,198200
22-02-2023,17755.34961,17772.5,17529.44922,17554.30078,204000
23-02-2023,17574.65039,17620.05078,17455.40039,17511.25,240800
24-02-2023,17591.34961,17599.75,17421.80078,17465.80078,209400
27-02-2023,17428.59961,17451.59961,17299,17392.69922,246400
28-02-2023,17383.25,17440.44922,17255.19922,17303.94922,420900
01-03-2023,17360.09961,17467.75,17345.25,17450.90039,272900
02-03-2023,17421.5,17445.80078,17306,17321.90039,310700
03-03-2023,17451.25,17644.75,17427.69922,17594.34961,356200
06-03-2023,17680.34961,17799.94922,17671.94922,17711.44922,362800
08-03-2023,17665.75,17766.5,17602.25,17754.40039,267000
09-03-2023,17772.05078,17772.34961,17573.59961,17589.59961,262400
10-03-2023,17443.80078,17451.5,17324.34961,17412.90039,235900
13-03-2023,17421.90039,17529.90039,17113.44922,17154.30078,254900
14-03-2023,17160.55078,17224.65039,16987.09961,17043.30078,290600
15-03-2023,17166.44922,17211.34961,16938.90039,16972.15039,248200
16-03-2023,16994.65039,17062.44922,16850.15039,16985.59961,349800
17-03-2023,17111.80078,17145.80078,16958.15039,17100.05078,408100
20-03-2023,17066.59961,17066.59961,16828.34961,16988.40039,241800
21-03-2023,17060.40039,17127.69922,17016,17107.5,246700
22-03-2023,17177.44922,17207.25,17107.84961,17151.90039,0
23-03-2023,17097.40039,17205.40039,17045.30078,17076.90039,219200
24-03-2023,17076.19922,17109.44922,16917.34961,16945.05078,228000
27-03-2023,16984.30078,17091,16918.55078,16985.69922,218400
28-03-2023,17031.75,17061.75,16913.75,16951.69922,238800
29-03-2023,16977.30078,17126.15039,16940.59961,17080.69922,345900
31-03-2023,17210.34961,17381.59961,17204.65039,17359.75,263900
03-04-2023,17427.94922,17428.05078,17312.75,17398.05078,230200
05-04-2023,17422.30078,17570.55078,17402.69922,17557.05078,248300
06-04-2023,17533.84961,17638.69922,17502.84961,17599.15039,242700
10-04-2023,17634.90039,17694.09961,17597.94922,17624.05078,254800
11-04-2023,17704.80078,17748.75,17655.15039,17722.30078,304300
12-04-2023,17759.55078,17825.75,17717.25,17812.40039,232800
13-04-2023,17807.30078,17842.15039,17729.65039,17828,285800
17-04-2023,17863,17863,17574.05078,17706.84961,357400
18-04-2023,17766.59961,17766.59961,17610.19922,17660.15039,258900
19-04-2023,17653.34961,17666.15039,17579.84961,17618.75,281500
20-04-2023,17638.59961,17684.44922,17584.34961,17624.44922,215100
21-04-2023,17639.75,17663.19922,17553.94922,17624.05078,230200
24-04-2023,17707.55078,17754.5,17612.5,17743.40039,255700
25-04-2023,17761.55078,17807.44922,17716.84961,17769.25,297400
26-04-2023,17767.30078,17827.75,17711.19922,17813.59961,233000
27-04-2023,17813.09961,17931.59961,17797.90039,17915.05078,241400
28-04-2023,17950.40039,18089.15039,17885.30078,18065,290300
02-05-2023,18124.80078,18180.25,18101.75,18147.65039,265200
03-05-2023,18113.80078,18116.34961,18042.40039,18089.84961,226200
04-05-2023,18081,18267.44922,18066.69922,18255.80078,226600
05-05-2023,18117.30078,18216.94922,18055.44922,18069,239700
08-05-2023,18120.59961,18286.94922,18100.30078,18264.40039,228400
09-05-2023,18303.40039,18344.19922,18229.65039,18265.94922,245400
10-05-2023,18313.59961,18326.75,18211.94922,18315.09961,220500
11-05-2023,18357.80078,18389.69922,18270.40039,18297,248900
12-05-2023,18273.75,18342.75,18194.55078,18314.80078,241700
15-05-2023,18339.30078,18458.90039,18287.90039,18398.84961,216100
16-05-2023,18432.34961,18432.34961,18264.34961,18286.5,219500
17-05-2023,18300.44922,18309,18115.34961,18181.75,229900
18-05-2023,18287.5,18297.19922,18104.84961,18129.94922,272100
19-05-2023,18186.15039,18218.09961,18060.40039,18203.40039,260900
22-05-2023,18201.09961,18335.25,18178.84961,18314.40039,262600
23-05-2023,18362.90039,18419.75,18324.19922,18348,270400
24-05-2023,18294.80078,18392.59961,18262.94922,18285.40039,232600
25-05-2023,18268.90039,18338.09961,18202.40039,18321.15039,235900
26-05-2023,18368.34961,18508.55078,18333.15039,18499.34961,198700
29-05-2023,18619.15039,18641.19922,18581.25,18598.65039,265300
30-05-2023,18606.65039,18662.44922,18575.5,18633.84961,234400
31-05-2023,18594.19922,18603.90039,18483.84961,18534.40039,696500
01-06-2023,18579.40039,18580.30078,18464.55078,18487.75,265600
02-06-2023,18550.84961,18573.69922,18478.40039,18534.09961,270900
05-06-2023,18612,18640.15039,18582.80078,18593.84961,256100
06-06-2023,18600.80078,18622.75,18531.59961,18599,220800
07-06-2023,18665.59961,18738.94922,18636,18726.40039,260100
08-06-2023,18725.34961,18777.90039,18615.59961,18634.55078,286500
09-06-2023,18655.90039,18676.65039,18555.40039,18563.40039,221800
12-06-2023,18595.05078,18633.59961,18559.75,18601.5,179500
13-06-2023,18631.80078,18728.90039,18631.80078,18716.15039,233200
14-06-2023,18744.59961,18769.69922,18690,18755.90039,261400
15-06-2023,18774.44922,18794.09961,18669.05078,18688.09961,263000
16-06-2023,18723.30078,18864.69922,18710.5,18826,272800
19-06-2023,18873.30078,18881.44922,18719.15039,18755.44922,219800
20-06-2023,18752.34961,18839.69922,18660.65039,18816.69922,211600
21-06-2023,18849.40039,18875.90039,18794.84961,18856.84961,217500
22-06-2023,18853.59961,18886.59961,18759.5,18771.25,252700
23-06-2023,18741.84961,18756.40039,18647.09961,18665.5,210600
26-06-2023,18682.34961,18722.05078,18646.69922,18691.19922,171300
27-06-2023,18748.55078,18829.25,18714.25,18817.40039,222500
28-06-2023,18908.15039,19011.25,18861.34961,18972.09961,398800
30-06-2023,19076.84961,19201.69922,19024.59961,19189.05078,247900
03-07-2023,19246.5,19345.09961,19234.40039,19322.55078,226100
04-07-2023,19406.59961,19434.15039,19300,19389,226900
05-07-2023,19405.94922,19421.59961,19339.59961,19398.5,224400
06-07-2023,19385.69922,19512.19922,19373,19497.30078,268300
07-07-2023,19422.80078,19523.59961,19303.59961,19331.80078,237100
10-07-2023,19400.34961,19435.84961,19327.09961,19355.90039,268200
11-07-2023,19427.09961,19515.09961,19406.44922,19439.40039,251300
12-07-2023,19497.44922,19507.69922,19361.75,19384.30078,327900
13-07-2023,19495.19922,19567,19385.80078,19413.75,310400
14-07-2023,19493.44922,19595.34961,19433.5,19564.5,291200
17-07-2023,19612.15039,19731.84961,19562.94922,19711.44922,268700
18-07-2023,19787.5,19819.44922,19690.19922,19749.25,286400
19-07-2023,19802.94922,19851.69922,19727.44922,19833.15039,259700
20-07-2023,19831.69922,19991.84961,19758.40039,19979.15039,274700
21-07-2023,19800.44922,19887.40039,19700,19745,312500
24-07-2023,19748.44922,19782.75,19658.30078,19672.34961,265600
25-07-2023,19729.34961,19729.34961,19615.94922,19680.59961,369700
26-07-2023,19733.34961,19825.59961,19716.69922,19778.30078,244700
27-07-2023,19850.90039,19867.55078,19603.55078,19659.90039,334900
28-07-2023,19659.75,19695.90039,19563.09961,19646.05078,258700
31-07-2023,19666.34961,19772.75,19597.59961,19753.80078,295100
01-08-2023,19784,19795.59961,19704.59961,19733.55078,298000
02-08-2023,19655.40039,19678.25,19423.55078,19526.55078,290700
03-08-2023,19463.75,19537.65039,19296.44922,19381.65039,315700
04-08-2023,19462.80078,19538.84961,19436.44922,19517,280800
07-08-2023,19576.84961,19620.44922,19524.80078,19597.30078,216600
08-08-2023,19627.19922,19634.40039,19533.09961,19570.84961,260300
09-08-2023,19578.80078,19645.5,19467.5,19632.55078,266500
10-08-2023,19605.55078,19623.59961,19495.40039,19543.09961,312200
11-08-2023,19554.25,19557.75,19412.75,19428.30078,235500
14-08-2023,19383.94922,19465.84961,19257.90039,19434.55078,243900
16-08-2023,19369,19482.75,19317.19922,19465,0
17-08-2023,19450.55078,19461.55078,19326.25,19365.25,268700
18-08-2023,19301.75,19373.80078,19253.59961,19310.15039,256100
21-08-2023,19320.65039,19425.94922,19296.30078,19393.59961,262600
22-08-2023,19417.09961,19443.5,19381.30078,19396.44922,208700
23-08-2023,19439.19922,19472.05078,19366.59961,19444,225200
24-08-2023,19535.15039,19584.44922,19369,19386.69922,268300
25-08-2023,19297.40039,19339.55078,19229.69922,19265.80078,466500
28-08-2023,19298.34961,19366.84961,19249.69922,19306.05078,248200
29-08-2023,19374.84961,19377.90039,19309.09961,19342.65039,307400
30-08-2023,19433.44922,19452.80078,19334.75,19347.44922,233000
31-08-2023,19375.55078,19388.19922,19223.65039,19253.80078,562600
01-09-2023,19258.15039,19458.55078,19255.69922,19435.30078,333000
04-09-2023,19525.05078,19545.15039,19432.84961,19528.80078,296800
05-09-2023,19564.65039,19587.05078,19525.75,19574.90039,256800
06-09-2023,19581.19922,19636.44922,19491.5,19611.05078,287600
07-09-2023,19598.65039,19737,19550.05078,19727.05078,304900
08-09-2023,19774.80078,19867.15039,19727.05078,19819.94922,288100
11-09-2023,19890,20008.15039,19865.34961,19996.34961,248800
12-09-2023,20110.15039,20110.34961,19914.65039,19993.19922,328100
13-09-2023,19989.5,20096.90039,19944.09961,20070,251400
14-09-2023,20127.94922,20167.65039,20043.44922,20103.09961,275100
15-09-2023,20156.44922,20222.44922,20129.69922,20192.34961,438200
18-09-2023,20155.94922,20195.34961,20115.69922,20133.30078,264900
20-09-2023,19980.75,20050.65039,19878.84961,19901.40039,378100
21-09-2023,19840.55078,19848.75,19709.94922,19742.34961,275100
22-09-2023,19744.84961,19798.65039,19657.5,19674.25,246400
25-09-2023,19678.19922,19734.15039,19601.55078,19674.55078,188400
26-09-2023,19682.80078,19699.34961,19637.44922,19664.69922,204900
27-09-2023,19637.05078,19730.69922,19554,19716.44922,203600
28-09-2023,19761.80078,19766.65039,19492.09961,19523.55078,352800
29-09-2023,19581.19922,19726.25,19551.05078,19638.30078,243500
03-10-2023,19622.40039,19623.19922,19479.65039,19528.75,221700
04-10-2023,19446.30078,19457.80078,19333.59961,19436.09961,277100
05-10-2023,19521.84961,19576.94922,19487.30078,19545.75,234900
06-10-2023,19621.19922,19675.75,19589.40039,19653.5,159100
09-10-2023,19539.44922,19588.94922,19480.5,19512.34961,165100
10-10-2023,19565.59961,19717.80078,19565.44922,19689.84961,216600
11-10-2023,19767,19839.19922,19756.94922,19811.34961,213700
12-10-2023,19822.69922,19843.30078,19772.65039,19794,217900
13-10-2023,19654.55078,19805.40039,19635.30078,19751.05078,255000
16-10-2023,19737.25,19781.30078,19691.84961,19731.75,181000
17-10-2023,19843.19922,19849.75,19775.65039,19811.5,185800
18-10-2023,19820.44922,19840.94922,19659.94922,19671.09961,198900
19-10-2023,19545.19922,19681.80078,19512.34961,19624.69922,230300
20-10-2023,19542.15039,19593.80078,19518.69922,19542.65039,198300
23-10-2023,19521.59961,19556.84961,19257.84961,19281.75,176000
25-10-2023,19286.44922,19347.30078,19074.15039,19122.15039,225300
26-10-2023,19027.25,19041.69922,18837.84961,18857.25,300400
27-10-2023,18928.75,19076.15039,18926.65039,19047.25,205200
30-10-2023,19053.40039,19158.5,18940,19140.90039,180100
31-10-2023,19232.94922,19233.69922,19056.44922,19079.59961,206000
01-11-2023,19064.05078,19096.05078,18973.69922,18989.15039,194100
02-11-2023,19120,19175.25,19064.15039,19133.25,245600
03-11-2023,19241,19276.25,19210.90039,19230.59961,189500
06-11-2023,19345.84961,19423,19309.69922,19411.75,180700
07-11-2023,19404.05078,19423.5,19329.09961,19406.69922,198700
08-11-2023,19449.59961,19464.40039,19401.5,19443.5,195000
09-11-2023,19457.40039,19463.90039,19378.34961,19395.30078,208400
10-11-2023,19351.84961,19451.30078,19329.44922,19425.34961,152200
13-11-2023,19486.75,19494.40039,19414.75,19443.55078,189300
15-11-2023,19651.40039,19693.19922,19579.65039,19675.44922,291500
16-11-2023,19674.69922,19875.25,19627,19765.19922,282700
17-11-2023,19674.75,19806,19667.44922,19731.80078,236800
20-11-2023,19731.15039,19756.44922,19670.5,19694,173800
21-11-2023,19770.90039,19829.09961,19754.05078,19783.40039,195000
22-11-2023,19784,19825.55078,19703.84961,19811.84961,184500
23-11-2023,19828.44922,19875.15039,19786.75,19802,170000
24-11-2023,19809.59961,19832.84961,19768.84961,19794.69922,145900
28-11-2023,19844.65039,19916.84961,19800,19889.69922,229600
29-11-2023,19976.55078,20104.65039,19956.30078,20096.59961,236200
30-11-2023,20108.5,20158.69922,20015.84961,20133.15039,486600
01-12-2023,20194.09961,20291.55078,20183.69922,20267.90039,265800
04-12-2023,20601.94922,20702.65039,20507.75,20686.80078,381100
05-12-2023,20808.90039,20864.05078,20711.15039,20855.09961,421000
06-12-2023,20950.75,20961.94922,20852.15039,20937.69922,359200
07-12-2023,20932.40039,20941.25,20850.80078,20901.15039,275000
08-12-2023,20934.09961,21006.09961,20862.69922,20969.40039,292400
11-12-2023,20965.30078,21026.09961,20923.69922,20997.09961,212900
12-12-2023,21018.55078,21037.90039,20867.15039,20906.40039,244900
13-12-2023,20929.75,20950,20769.5,20926.34961,260300
14-12-2023,21110.40039,21210.90039,21074.44922,21182.69922,334400
15-12-2023,21287.44922,21492.30078,21235.30078,21456.65039,508800
18-12-2023,21434.80078,21482.80078,21365.34961,21418.65039,249700
19-12-2023,21477.65039,21505.05078,21337.75,21453.09961,249800
20-12-2023,21543.5,21593,21087.34961,21150.15039,363900
21-12-2023,21033.94922,21288.34961,20976.80078,21255.05078,277500
22-12-2023,21295.84961,21390.5,21232.44922,21349.40039,284700
26-12-2023,21365.19922,21477.15039,21329.44922,21441.34961,219500
27-12-2023,21497.65039,21675.75,21495.80078,21654.75,256500
28-12-2023,21715,21801.44922,21678,21778.69922,393100
29-12-2023,21737.65039,21770.30078,21676.90039,21731.40039,270900
01-01-2024,21727.75,21834.34961,21680.84961,21741.90039,154000
02-01-2024,21751.34961,21755.59961,21555.65039,21665.80078,263700
03-01-2024,21661.09961,21677,21500.34961,21517.34961,311900
04-01-2024,21605.80078,21685.65039,21564.55078,21658.59961,339200
05-01-2024,21705.75,21749.59961,21629.19922,21710.80078,309300
08-01-2024,21747.59961,21763.94922,21492.90039,21513,231500
09-01-2024,21653.59961,21724.44922,21517.84961,21544.84961,228600
10-01-2024,21529.30078,21641.84961,21448.65039,21618.69922,217000
11-01-2024,21688,21726.5,21593.75,21647.19922,212500
12-01-2024,21773.55078,21928.25,21715.15039,21894.55078,294700
15-01-2024,22053.15039,22115.55078,21963.55078,22097.44922,345500
16-01-2024,22080.5,22124.15039,21969.80078,22032.30078,292400
17-01-2024,21647.25,21851.5,21550.44922,21571.94922,456000
18-01-2024,21414.19922,21539.40039,21285.55078,21462.25,387300
19-01-2024,21615.19922,21670.59961,21575,21622.40039,343100
23-01-2024,21716.69922,21750.25,21192.59961,21238.80078,449700
24-01-2024,21185.25,21482.34961,21137.19922,21453.94922,407500
25-01-2024,21454.59961,21459,21247.05078,21352.59961,418100
29-01-2024,21433.09961,21763.25,21429.59961,21737.59961,376700
30-01-2024,21775.75,21813.05078,21501.80078,21522.09961,375100
31-01-2024,21487.25,21741.34961,21448.84961,21725.69922,410600
01-02-2024,21780.65039,21832.94922,21658.75,21697.44922,332500
02-02-2024,21812.75,22126.80078,21805.55078,21853.80078,442800
05-02-2024,21921.05078,21964.30078,21726.94922,21771.69922,440800
06-02-2024,21825.19922,21951.40039,21737.55078,21929.40039,371000
07-02-2024,22045.05078,22053.30078,21860.15039,21930.5,346300
08-02-2024,22009.65039,22011.05078,21665.30078,21717.94922,491100
09-02-2024,21727,21804.44922,21629.90039,21782.5,349200
12-02-2024,21800.80078,21831.69922,21574.75,21616.05078,287400
13-02-2024,21664.30078,21766.80078,21543.34961,21743.25,365800
14-02-2024,21578.15039,21870.84961,21530.19922,21840.05078,359100
15-02-2024,21906.55078,21953.84961,21794.80078,21910.75,345400
16-02-2024,22020.30078,22068.65039,21968.94922,22040.69922,343900
19-02-2024,22103.44922,22186.65039,22021.05078,22122.25,0
20-02-2024,22099.19922,22215.59961,22045.84961,22196.94922,295700
21-02-2024,22248.84961,22249.40039,21997.94922,22055.05078,364500
22-02-2024,22081.55078,22252.5,21875.25,22217.44922,343500
23-02-2024,22290,22297.5,22186.09961,22212.69922,226000
26-02-2024,22169.19922,22202.15039,22075.15039,22122.05078,207800
27-02-2024,22090.19922,22218.25,22085.65039,22198.34961,252200
28-02-2024,22214.09961,22229.15039,21915.84961,21951.15039,203000
29-02-2024,21935.19922,22060.55078,21860.65039,21982.80078,360200
01-03-2024,22048.30078,22353.30078,22047.75,22338.75,351500
04-03-2024,22403.5,22440.90039,22358.30078,22405.59961,298800
05-03-2024,22371.25,22416.90039,22269.15039,22356.30078,296200
06-03-2024,22327.5,22497.19922,22224.34961,22474.05078,312300
07-03-2024,22505.30078,22525.65039,22430,22493.55078,379900
11-03-2024,22517.5,22526.59961,22307.25,22332.65039,277900
12-03-2024,22334.44922,22452.55078,22256,22335.69922,299200
13-03-2024,22432.19922,22446.75,21905.65039,21997.69922,493300
14-03-2024,21982.55078,22204.59961,21917.5,22146.65039,426700
15-03-2024,22064.84961,22120.90039,21931.69922,22023.34961,661500
18-03-2024,21990.09961,22123.69922,21916.55078,22055.69922,356300
19-03-2024,21946.44922,21978.30078,21793.09961,21817.44922,344200
20-03-2024,21843.90039,21930.90039,21710.19922,21839.09961,312400
21-03-2024,21989.90039,22080.94922,21941.30078,22011.94922,353200
22-03-2024,21932.19922,22180.69922,21883.30078,22096.75,388700
26-03-2024,21947.90039,22073.19922,21947.55078,22004.69922,328400
27-03-2024,22053.94922,22193.59961,22052.84961,22123.65039,409100
28-03-2024,22163.59961,22516,22163.59961,22326.90039,410500
01-04-2024,22455,22529.94922,22427.75,22462,0
02-04-2024,22458.80078,22497.59961,22388.15039,22453.30078,289500
03-04-2024,22385.69922,22521.09961,22346.5,22434.65039,309600
04-04-2024,22592.09961,22619,22303.80078,22514.65039,401000
05-04-2024,22486.40039,22537.59961,22427.59961,22513.69922,242200
08-04-2024,22578.34961,22697.30078,22550.34961,22666.30078,227600
09-04-2024,22765.09961,22768.40039,22612.25,22642.75,232400
10-04-2024,22720.25,22775.69922,22673.69922,22753.80078,276800
12-04-2024,22677.40039,22726.44922,22503.75,22519.40039,357200
15-04-2024,22339.05078,22427.44922,22259.55078,22272.5,355500
16-04-2024,22125.30078,22213.75,22079.44922,22147.90039,317300
18-04-2024,22212.34961,22326.5,21961.69922,21995.84961,456900
19-04-2024,21861.5,22179.55078,21777.65039,22147,362500
22-04-2024,22336.90039,22375.65039,22198.15039,22336.40039,279300
23-04-2024,22447.05078,22447.55078,22349.44922,22368,231500
24-04-2024,22421.55078,22476.44922,22384,22402.40039,235900
25-04-2024,22316.90039,22625.94922,22305.25,22570.34961,475000
26-04-2024,22620.40039,22620.40039,22385.55078,22419.94922,329900
29-04-2024,22475.55078,22655.80078,22441.90039,22643.40039,292000
30-04-2024,22679.65039,22783.34961,22568.40039,22604.84961,361900
02-05-2024,22567.84961,22710.5,22567.84961,22648.19922,445900
03-05-2024,22766.34961,22794.69922,22348.05078,22475.84961,438100
06-05-2024,22561.59961,22588.80078,22409.44922,22442.69922,320300
07-05-2024,22489.75,22499.05078,22232.05078,22302.5,297800
08-05-2024,22231.19922,22368.65039,22185.19922,22302.5,277400
09-05-2024,22224.80078,22307.75,21932.40039,21957.5,331300
10-05-2024,21990.94922,22131.30078,21950.30078,22055.19922,265800
13-05-2024,22027.94922,22131.65039,21821.05078,22104.05078,278200
14-05-2024,22112.90039,22270.05078,22081.25,22217.84961,230200
15-05-2024,22255.59961,22297.55078,22151.75,22200.55078,231900
16-05-2024,22319.19922,22432.25,22054.55078,22403.84961,368900
17-05-2024,22415.25,22502.15039,22345.65039,22466.09961,242700
21-05-2024,22404.55078,22591.09961,22404.55078,22529.05078,347600
22-05-2024,22576.59961,22629.5,22483.15039,22597.80078,290300
23-05-2024,22614.09961,22993.59961,22577.44922,22967.65039,369800
24-05-2024,22930.75,23026.40039,22908,22957.09961,261900
27-05-2024,23038.94922,23110.80078,22871.19922,22932.44922,260000
28-05-2024,22977.15039,22998.55078,22858.5,22888.15039,217900
29-05-2024,22762.75,22825.5,22685.44922,22704.69922,269900
30-05-2024,22617.44922,22705.75,22417,22488.65039,373400
31-05-2024,22568.09961,22653.75,22465.09961,22530.69922,572100
03-06-2024,23337.90039,23338.69922,23062.30078,23263.90039,569400
04-06-2024,23179.5,23179.5,21281.44922,21884.5,1006100
05-06-2024,22128.34961,22670.40039,21791.94922,22620.34961,638500
06-06-2024,22798.59961,22910.15039,22642.59961,22821.40039,480400
07-06-2024,22821.84961,23320.19922,22789.05078,23290.15039,473600
10-06-2024,23319.15039,23411.90039,23227.15039,23259.19922,304400
11-06-2024,23283.75,23389.44922,23206.65039,23264.84961,305200
12-06-2024,23344.44922,23441.94922,23295.94922,23322.94922,295600
13-06-2024,23480.94922,23481.05078,23353.90039,23398.90039,268300
14-06-2024,23464.94922,23490.40039,23334.25,23465.59961,223100
18-06-2024,23570.80078,23579.05078,23499.69922,23557.90039,272200
19-06-2024,23629.84961,23664,23412.90039,23516,328800
20-06-2024,23586.15039,23624,23442.59961,23567,280300
21-06-2024,23661.15039,23667.09961,23398.19922,23501.09961,609900
24-06-2024,23382.30078,23558.09961,23350,23537.84961,239400
25-06-2024,23577.09961,23754.15039,23562.05078,23721.30078,298100
26-06-2024,23723.09961,23889.90039,23670.44922,23868.80078,287800
27-06-2024,23881.55078,24087.44922,23805.40039,24044.5,515200
28-06-2024,24085.90039,24174,23985.80078,24010.59961,354800
01-07-2024,23992.94922,24164,23992.69922,24141.94922,0
02-07-2024,24228.75,24236.34961,24056.40039,24123.84961,0
03-07-2024,24291.75,24309.15039,24207.09961,24286.5,0
04-07-2024,24369.94922,24401,24281,24302.15039,251200
05-07-2024,24213.34961,24363,24168.84961,24323.84961,298400
08-07-2024,24329.44922,24344.59961,24240.55078,24320.55078,266300
09-07-2024,24351,24443.59961,24331.90039,24433.19922,250500
10-07-2024,24459.84961,24461.05078,24141.80078,24324.44922,292300
11-07-2024,24396.55078,24402.65039,24193.75,24315.94922,306400
12-07-2024,24387.94922,24592.19922,24331.15039,24502.15039,325800
15-07-2024,24587.59961,24635.05078,24522.75,24586.69922,305400
16-07-2024,24615.90039,24661.25,24587.65039,24613,283200
18-07-2024,24543.80078,24837.75,24504.44922,24800.84961,350900
